caseid,BLOCK0QID11_W1,BLOCK0QID12_W1,BLOCK0QID13_W1,BLOCK0QID14_W1,BLOCK0QID15_W1,BLOCK0QID18_W1,BLOCK0QID20_W1,BLOCK0QID21_W1,BLOCK0QID22_W1,BLOCK30QID9_1_W1,BLOCK30QID9_2_W1,BLOCK30QID9_3_W1,BLOCK30QID9_4_W1,BLOCK30QID9_5_W1,BLOCK30QID9_6_W1,BLOCK30QID9_7_W1,BLOCK30QID9_8_W1,BLOCK30QID9_9_W1,BLOCK30QID9_10_W1,BLOCK30QID9_11_W1,BLOCK30QID9_12_W1,BLOCK30QID9_13_W1,BLOCK30QID9_14_W1,BLOCK30QID9_15_W1,BLOCK30QID9_16_W1,BLOCK30QID9_17_W1,BLOCK30QID9_18_W1,BLOCK30QID9_19_W1,BLOCK30QID9_20_W1,BLOCK30QID9_21_W1,BLOCK30QID9_22_W1,BLOCK30QID9_23_W1,BLOCK30QID9_24_W1,BLOCK30QID9_25_W1,BLOCK30QID9_26_W1,BLOCK30QID9_27_W1,BLOCK30QID9_28_W1,BLOCK30QID9_29_W1,BLOCK30QID9_30_W1,BLOCK30QID9_31_W1,BLOCK30QID9_32_W1,BLOCK30QID9_33_W1,BLOCK30QID9_34_W1,BLOCK30QID9_35_W1,BLOCK30QID9_36_W1,BLOCK30QID9_37_W1,BLOCK30QID9_38_W1,BLOCK30QID9_39_W1,BLOCK30QID9_40_W1
10001746,B,B,A,C,D,J,B,E,D,B,B,B,B,A,B,A,A,B,A,A,A,B,A,A,A,A,A,A,B,A,B,B,A,B,B,A,B,A,A,B,B,B,B,A,A,B,B,A,A
10001747,D,A,A,B,D,J,C,A,C,A,A,B,A,A,B,A,A,A,A,B,A,A,B,A,A,B,A,B,B,A,B,B,B,A,B,A,A,B,B,B,B,A,B,A,B,B,A,A,A
10001748,D,A,B,B,A,I,D,A,C,B,A,B,B,A,B,B,A,B,A,A,B,A,B,B,A,B,A,A,B,B,B,B,B,B,B,B,B,B,B,B,A,B,A,A,B,B,B,B,B
10001749,B,B,C,D,A,G,B,E,D,A,B,B,B,B,B,A,B,B,B,B,A,B,A,B,B,B,B,B,A,B,B,A,B,B,A,A,B,A,B,B,B,B,B,B,B,A,A,B,B
10001750,B,A,B,B,B,L,C,C,C,A,A,A,B,A,A,A,A,B,B,A,A,A,A,B,A,A,B,A,A,B,B,A,B,A,A,B,A,A,A,A,A,B,A,B,A,B,B,A,A
10001751,C,A,B,E,A,A,B,D,D,B,B,A,B,B,B,B,A,B,B,B,B,A,B,B,A,A,B,B,A,B,B,B,B,A,A,B,B,B,A,B,A,B,B,A,B,B,B,B,B
10001752,C,B,B,E,A,J,B,E,D,A,B,A,B,B,B,A,A,B,A,B,B,A,A,B,A,B,B,B,A,A,A,B,A,A,B,A,B,A,A,B,B,A,A,B,B,A,B,B,B
10001753,C,A,A,C,D,J,B,B,E,B,A,B,A,A,B,A,B,A,B,B,A,B,A,B,B,A,A,B,A,A,A,B,B,A,B,B,A,A,B,A,B,A,B,B,A,A,B,B,B
10001754,C,A,C,C,A,B,B,C,D,B,A,B,A,A,B,B,A,B,B,A,B,A,B,A,B,B,B,A,B,B,B,B,A,A,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B
10001755,D,A,B,E,D,B,A,E,B,A,A,B,A,B,B,A,B,B,A,A,A,B,A,A,A,B,A,A,B,B,A,A,B,A,B,A,B,A,A,B,A,B,A,B,A,A,B,A,A
10001756,B,B,B,E,A,J,C,E,D,B,B,B,B,A,B,B,A,A,B,A,B,A,B,B,A,B,B,B,B,B,B,B,A,A,A,B,B,B,B,B,A,B,B,B,B,B,A,B,B
10001757,C,B,C,D,A,A,A,B,B,B,A,B,B,B,B,B,B,A,B,A,B,A,A,B,B,A,B,B,B,B,B,A,B,B,B,B,B,B,A,B,B,B,B,B,B,B,B,A,B
10001758,A,B,B,F,C,I,B,E,D,A,A,B,B,B,A,A,A,B,A,B,B,B,B,A,B,B,B,B,B,A,A,B,B,B,B,B,B,B,B,B,A,B,A,B,A,A,B,A,B
10001759,D,B,B,D,E,J,B,C,C,B,A,B,B,A,B,B,A,B,B,A,B,B,B,A,A,A,A,B,B,A,B,B,B,B,B,B,B,B,A,A,B,A,B,B,B,B,B,B,A
10001760,C,B,A,B,A,K,C,A,C,A,A,B,A,A,B,B,B,A,A,B,B,A,B,B,B,B,A,B,B,B,B,B,B,B,A,B,B,A,A,B,A,A,A,A,A,B,A,A,B
10001761,B,A,A,C,A,J,C,D,C,A,A,B,A,A,B,A,A,B,A,A,A,A,A,B,A,A,B,A,B,B,B,B,A,B,B,B,A,A,A,A,B,A,A,A,A,B,A,A,B
10001762,C,A,B,E,E,L,C,B,C,A,B,B,B,B,B,A,A,B,B,A,B,A,B,A,B,A,A,A,B,B,A,A,B,B,B,B,A,A,B,B,B,B,B,B,A,A,B,B,B
10001763,C,A,C,E,A,J,C,E,C,B,A,A,A,A,B,B,B,A,A,A,B,B,A,B,A,A,A,A,B,B,A,A,A,B,B,B,B,A,B,B,A,B,B,B,A,A,B,A,A
10001764,B,B,A,E,A,A,C,B,D,A,B,A,A,B,B,A,B,B,A,A,B,B,A,B,A,A,A,A,B,A,A,A,A,B,B,A,A,A,B,B,A,B,A,B,A,A,B,B,A
10001765,A,A,B,F,A,J,D,B,E,B,B,A,B,A,A,A,A,A,A,A,B,B,B,A,A,B,A,B,B,B,A,B,A,A,A,A,B,A,B,B,B,B,A,B,A,A,B,A,A
10001766,A,A,C,E,A,I,B,C,D,B,B,B,A,A,A,B,A,A,B,B,A,B,B,A,B,A,B,B,B,B,B,B,B,A,A,A,B,B,B,B,A,A,B,B,B,A,B,A,B
10001767,C,A,D,E,A,I,C,E,C,A,B,A,B,A,B,A,B,B,B,B,B,B,A,B,A,B,B,A,A,A,B,A,B,A,A,A,A,A,B,A,A,A,B,A,B,A,A,B,A
10001768,D,B,B,D,B,L,C,C,D,B,B,A,A,B,A,A,B,B,A,A,B,A,B,B,B,A,B,B,A,B,B,A,B,A,B,B,A,B,A,B,B,A,A,B,A,B,A,B,A
10001769,B,A,C,C,A,A,C,C,B,A,A,B,B,A,B,B,A,B,B,B,B,B,B,B,A,B,B,A,B,A,B,A,A,A,B,B,B,B,B,A,B,B,B,B,A,B,A,B,B
10001770,B,A,A,A,E,J,C,A,C,B,B,A,B,B,B,A,B,B,B,B,A,A,B,B,B,B,A,A,B,B,B,B,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
10001771,A,B,B,E,D,I,A,D,B,B,B,B,A,B,B,A,A,A,B,A,A,B,A,B,B,A,B,B,B,A,B,A,B,A,A,B,A,B,B,B,B,A,A,B,A,B,A,B,A
10001772,C,B,D,E,A,B,B,B,D,B,A,A,A,A,B,A,A,A,A,B,A,B,B,A,A,A,A,B,A,A,A,B,A,A,A,A,B,A,A,B,A,B,B,A,A,B,A,B,A
10001773,A,B,D,D,A,I,B,A,C,B,B,B,B,A,A,B,B,A,A,B,B,B,B,A,B,B,A,A,A,B,B,A,B,B,B,B,B,A,B,B,A,A,A,B,B,B,B,B,B
10001774,C,B,D,D,E,A,B,B,D,A,B,B,B,B,A,B,A,B,A,B,A,B,A,B,B,B,B,A,A,B,B,B,A,A,A,B,B,A,B,A,B,B,A,B,B,B,B,B,B
10001775,C,B,B,D,A,K,A,C,B,A,A,A,B,B,A,B,B,B,A,A,B,B,B,A,A,A,A,A,A,A,A,A,B,B,A,A,B,A,A,A,B,A,B,A,A,A,A,A,A
10001776,C,B,B,E,C,I,B,E,D,B,B,B,B,A,A,B,A,B,B,B,A,A,B,B,A,A,B,B,A,B,B,B,B,B,B,B,B,B,B,B,B,B,A,B,B,B,A,B,A
10001777,C,A,A,C,C,G,B,C,C,B,A,B,A,A,B,B,A,A,A,B,A,A,B,B,B,B,A,B,A,B,A,B,A,B,B,B,A,B,A,A,B,B,B,B,B,B,B,B,B
10001778,D,A,D,E,E,B,A,D,B,A,A,B,B,B,A,B,B,A,B,A,B,B,B,A,A,B,B,B,B,B,B,B,B,A,A,A,B,B,B,B,B,B,A,B,B,B,A,A,A
10001779,D,A,C,C,A,A,C,A,C,B,A,B,B,B,A,B,A,B,B,B,B,B,B,A,A,B,B,B,A,B,B,B,B,B,B,B,B,A,B,B,B,B,A,B,A,B,B,B,B
10001780,C,A,D,D,A,B,B,B,E,B,B,A,B,B,A,A,B,B,A,B,B,B,A,B,B,B,B,A,B,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,B,B,B,B,B
10001781,D,A,D,E,A,A,A,B,A,A,B,A,B,B,A,A,B,B,B,B,B,A,B,B,A,A,A,B,B,B,A,B,A,B,A,A,B,B,B,B,B,A,A,A,A,A,B,A,A
10001782,C,B,C,D,B,A,D,D,B,A,B,A,A,A,A,B,B,B,A,B,A,A,B,B,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,B,B,A
10001783,A,B,D,F,A,I,C,B,D,B,B,B,B,B,B,B,A,B,A,A,A,B,B,B,B,B,B,B,B,B,A,B,B,A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B
10001784,B,B,A,B,B,A,A,E,B,A,B,B,B,B,B,B,A,B,B,B,B,B,A,A,A,B,B,B,B,A,B,B,B,B,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B
10001785,D,A,A,B,A,A,B,A,D,B,A,B,A,B,B,A,B,A,B,B,B,B,B,A,B,B,A,B,B,A,B,A,A,B,A,A,B,B,A,B,B,B,B,A,B,B,A,B,B
10001786,B,A,A,E,A,A,C,D,B,B,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A
10001787,C,A,B,E,A,A,C,A,C,B,A,A,B,A,B,A,B,B,A,B,A,B,A,A,A,A,B,B,B,A,A,B,A,B,B,A,A,A,A,A,B,B,A,A,B,A,A,B,B
10001788,B,A,C,B,A,B,A,B,C,B,A,B,A,A,B,A,A,A,B,B,A,B,B,B,B,B,A,A,A,A,B,B,A,B,B,B,A,A,A,B,A,A,A,A,A,A,B,B,B
10001789,C,B,A,B,A,L,C,B,C,A,B,B,A,B,A,B,B,B,A,B,A,B,B,B,B,B,B,A,A,A,A,B,B,B,A,B,B,A,A,B,B,B,B,A,B,A,A,A,A
10001790,A,A,A,C,A,B,A,C,B,A,A,B,B,A,A,B,B,A,B,B,A,A,B,A,A,A,B,B,A,A,A,A,B,A,A,A,A,B,A,A,B,B,A,B,B,A,B,B,A
10001791,B,A,C,B,A,L,A,C,B,B,B,A,B,A,B,B,B,B,A,B,B,B,A,B,B,B,B,B,B,A,B,B,A,B,B,B,B,A,B,B,A,A,B,B,B,B,A,B,A
10001792,B,B,C,E,A,B,B,E,D,A,B,B,B,A,A,A,A,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,A,B,B,A,A,A,B,A,A,B,B,A,A,A,A,B,B
10001793,B,B,A,C,A,K,A,A,B,A,B,B,B,B,B,B,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,B,B,B,B,B,A,A,A,A,A,A,B,B
10001794,A,B,B,B,A,K,C,D,D,B,A,A,B,A,A,A,A,B,B,B,B,A,A,A,A,B,A,A,A,B,B,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,B,A
10001795,C,A,B,E,A,A,C,D,D,A,B,B,B,B,A,A,B,B,A,B,B,B,B,B,B,B,A,A,B,B,B,B,B,A,B,A,B,B,B,B,B,B,A,B,A,B,B,B,A
10001796,D,A,C,C,A,A,A,A,A,B,A,B,B,B,B,B,A,B,B,B,B,B,B,B,B,A,B,B,A,A,B,B,A,A,B,B,A,A,B,A,A,A,B,A,B,B,A,B,A
10001797,D,A,B,C,D,I,B,D,D,B,B,B,B,B,A,B,B,A,B,B,B,A,B,A,A,A,A,B,B,B,B,A,A,A,B,A,A,A,A,B,B,A,A,A,B,A,A,A,B
10001798,C,B,C,C,A,K,A,B,B,A,A,A,A,A,B,A,B,B,A,A,B,B,A,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B,A,B,A,A,A,B,A,A,A
10001799,A,B,D,E,A,J,B,B,E,B,A,B,B,A,B,B,B,B,B,B,B,B,B,A,A,B,B,B,B,A,B,B,A,B,B,A,B,B,B,B,B,B,B,A,B,B,B,B,B
10001800,D,A,A,E,B,A,A,C,D,A,B,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,A,A,A,B,A,A,B,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A
10001801,A,A,C,C,A,K,D,C,E,A,A,B,B,B,B,A,B,A,B,B,A,B,B,B,B,B,B,A,B,B,B,A,A,B,B,B,A,B,B,A,A,A,A,A,B,A,A,B,B
10001802,B,B,A,C,E,A,B,E,C,B,B,B,A,B,A,A,B,B,A,B,A,A,B,B,B,A,B,B,A,A,A,B,B,A,B,B,A,A,B,A,B,B,A,B,B,B,A,A,A
10001803,C,A,B,A,B,A,C,A,D,B,A,B,A,A,B,B,A,A,B,A,A,B,A,B,B,A,A,A,B,A,A,A,B,B,A,B,A,A,B,B,A,A,A,A,B,A,B,A,A
10001804,B,A,B,C,B,J,B,A,E,A,B,B,B,A,B,B,B,A,B,B,A,A,B,B,A,B,B,B,A,A,A,A,A,B,B,B,B,B,B,A,A,A,B,B,B,B,A,A,B
10001805,C,B,C,C,A,A,A,A,B,A,B,A,B,B,A,B,B,B,A,A,A,A,B,A,B,A,B,A,B,A,B,A,B,A,A,A,A,A,A,B,A,A,A,A,B,B,A,B,B
10001806,D,B,D,F,A,K,B,B,D,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,B,A,A,B,B,B,A,A,B,A,B,A,A
10001807,C,A,B,D,A,K,A,E,B,B,B,A,A,A,A,A,A,A,A,B,A,A,A,A,B,A,A,B,A,A,B,A,B,B,B,A,B,A,B,A,A,A,A,A,B,B,B,A,A
10001808,B,A,C,F,A,B,A,E,B,A,A,B,A,A,B,A,B,A,A,A,A,A,A,B,A,B,B,A,A,B,A,B,B,B,A,B,A,A,B,A,A,B,A,A,B,B,B,A,A
10001809,C,B,B,E,B,L,C,B,D,A,B,A,A,B,A,A,B,B,A,B,B,A,A,A,A,B,A,B,B,B,B,A,B,B,B,B,B,B,B,B,B,B,A,B,B,B,A,B,B
10001810,C,A,B,E,A,K,C,E,C,B,B,B,B,B,B,B,B,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,B,A,A,A,A,A,A,A,A,A,A,B,B,B,B
10001811,A,A,D,B,A,B,B,A,D,B,B,B,A,B,A,B,B,B,B,B,B,A,B,B,B,A,A,B,B,A,A,B,B,B,B,A,B,B,A,B,B,B,B,A,B,B,A,B,B
10001812,C,B,D,C,A,J,B,E,E,B,A,B,B,B,A,B,A,B,A,B,B,B,A,B,B,B,A,A,A,A,A,B,B,A,A,A,B,B,B,A,A,A,B,A,B,B,A,B,A
10001813,A,B,C,D,E,K,D,C,C,B,B,A,B,B,A,B,B,A,B,B,B,B,B,B,B,B,B,B,B,A,A,B,B,B,A,B,B,B,B,B,B,B,A,B,B,B,A,A,B
10001814,C,B,B,E,A,J,C,C,C,A,A,A,A,A,A,B,B,A,A,A,B,A,B,A,A,B,A,B,B,B,A,A,A,B,B,A,A,B,A,A,A,A,B,B,A,B,B,B,A
10001815,C,A,A,C,B,J,C,D,C,A,B,B,A,B,A,B,B,B,B,B,B,B,B,B,B,B,B,A,B,B,A,A,A,A,B,B,A,B,B,B,A,B,B,B,A,B,B,B,B
10001816,C,B,A,B,A,K,C,B,E,B,A,A,A,A,A,A,A,A,A,B,B,A,B,A,B,B,B,A,B,A,A,B,B,B,B,A,A,A,A,B,B,A,B,A,A,B,A,A,A
10001817,B,A,B,D,A,K,C,E,C,B,A,A,A,B,B,A,A,A,B,B,B,B,A,A,A,A,A,A,A,A,A,A,B,B,B,A,A,A,B,A,A,B,B,B,B,B,B,A,B
10001818,A,B,B,E,C,L,B,B,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,B,B,B,B,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
10001819,C,B,A,D,A,B,B,B,E,B,A,B,B,A,B,A,B,A,A,A,A,B,B,A,B,B,A,A,B,A,A,A,B,B,B,A,B,B,B,B,B,B,B,A,B,B,B,B,B
10001820,D,B,A,E,E,L,B,B,E,B,B,B,B,A,B,A,B,A,B,B,A,A,A,A,A,B,A,A,B,B,B,B,A,B,A,B,B,B,A,A,B,A,B,B,B,A,B,B,B
10001821,D,B,A,E,A,B,A,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A
10001822,D,B,A,C,D,J,B,A,D,A,B,A,B,A,B,A,A,B,A,A,B,A,B,A,B,B,B,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,A,B,B,A,B,A,B
10001823,C,A,B,A,A,L,B,A,E,B,B,A,B,A,B,B,A,A,A,A,A,B,A,A,B,B,A,A,B,A,A,B,A,A,A,B,B,B,A,B,A,A,B,B,A,A,B,B,B
10001824,C,B,C,F,A,L,B,E,D,A,A,A,A,A,B,A,A,B,A,A,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,B,A,B,B,A,B,A,A,A,A,A,B,A,A
10001825,C,A,C,E,B,J,C,E,E,B,A,B,A,B,B,B,B,A,B,B,B,A,A,A,A,A,B,A,A,A,A,B,A,B,A,A,B,B,A,B,B,A,B,A,A,A,A,A,A
10001826,D,B,B,B,E,I,C,C,C,B,B,A,A,B,B,B,A,B,B,B,A,B,B,B,B,B,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,B,B,B,B
10001827,B,A,D,E,A,A,A,B,B,B,A,B,A,B,A,B,A,B,B,B,A,B,B,B,B,B,A,B,B,A,B,B,A,A,A,A,A,B,B,B,B,B,B,B,A,A,B,A,A
10001828,D,A,A,E,A,A,A,E,A,B,A,B,A,A,A,B,A,B,A,A,A,A,B,B,A,B,A,A,A,B,B,B,A,A,A,B,B,A,A,B,A,A,B,A,B,A,B,B,A
10001829,C,A,B,C,E,J,B,C,E,B,A,B,B,B,B,B,A,A,A,A,B,A,B,B,B,A,B,B,A,A,A,A,A,B,B,B,A,B,B,B,A,B,A,B,A,B,A,A,A
10001830,C,B,C,C,A,I,B,E,E,A,B,A,A,A,A,A,A,B,A,B,B,B,B,B,A,A,B,B,B,A,B,B,A,A,B,B,A,A,B,B,B,B,A,B,A,B,B,B,A
10001831,D,B,B,F,A,A,A,E,B,A,A,A,A,B,A,A,A,A,A,A,B,A,B,B,A,B,A,B,B,B,A,B,B,B,B,A,A,A,A,B,A,B,A,A,B,B,A,B,A
10001832,B,B,D,C,A,A,A,B,B,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,B,A,B,A,B,B,B,A,B,B,A,B,A,A,A,B,A,B,B,B,B,A,B
10001833,B,A,B,E,D,I,B,E,D,B,A,B,A,B,A,A,B,B,B,B,A,A,B,A,B,B,A,B,A,A,B,A,A,B,A,A,B,A,A,B,B,B,B,B,A,B,A,B,B
10001834,C,B,A,E,A,I,B,C,E,A,A,A,B,A,B,A,B,B,A,B,B,A,B,B,B,B,A,B,B,B,A,B,A,B,A,B,B,A,B,B,B,B,A,B,A,B,A,B,A
10001835,D,B,C,E,C,B,A,D,B,B,A,B,B,B,A,A,B,B,A,B,B,B,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,B,A,B,B,B,A
10001836,D,B,A,C,E,L,C,A,C,B,B,B,B,B,B,B,B,B,B,B,B,B,A,B,B,B,B,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,B,B,B,B,B,B,B
10001837,A,B,C,D,D,G,C,A,C,B,B,A,B,B,B,A,A,A,B,A,B,B,A,B,B,B,B,B,A,A,B,A,A,A,A,A,B,B,B,B,A,B,B,A,B,A,A,B,B
10001838,C,B,B,B,B,K,C,D,C,A,B,A,B,B,B,B,B,A,B,A,A,B,A,A,B,B,A,A,A,A,B,A,A,A,A,B,A,B,A,B,A,A,B,B,A,A,A,A,B
10001839,A,A,B,E,D,B,A,E,A,A,A,A,B,A,A,A,A,B,A,A,A,A,B,A,A,A,A,B,B,A,B,A,A,A,B,A,A,A,B,A,A,A,B,A,A,B,A,A,B
10001840,B,A,C,C,A,L,C,A,B,B,B,A,A,A,A,A,B,A,B,A,A,A,A,A,A,B,B,B,A,A,B,A,A,B,A,B,A,A,A,B,A,A,A,A,A,A,B,A,A
10001841,C,A,B,D,B,A,B,C,D,B,A,A,B,A,A,A,A,B,A,A,A,A,B,A,A,A,A,A,A,B,A,A,A,A,B,A,A,B,A,A,B,A,A,B,A,A,A,A,A
10001842,C,B,D,C,A,B,A,B,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,B,A,B,B,A,B,B,A,A,A,B,B,B,A,B,B,B,B,B,B,B,A,B,B,A
10001843,C,B,A,C,B,A,B,B,C,B,B,B,A,A,B,A,B,A,A,B,A,A,A,A,A,B,B,A,A,B,B,B,B,B,B,A,B,A,B,B,A,B,A,B,B,A,A,A,A
10001844,B,B,C,E,A,I,B,D,E,B,A,B,B,A,A,B,B,B,A,B,B,B,A,B,B,B,A,B,A,A,A,B,B,B,B,B,B,A,A,B,B,B,B,A,B,B,A,B,A
10001845,B,A,A,C,A,A,C,B,B,A,A,B,A,B,B,A,A,B,B,B,B,B,A,A,A,A,B,A,B,B,B,B,B,A,B,A,B,B,A,A,B,B,A,A,B,B,A,B,B
10001846,D,B,A,E,E,J,B,D,E,B,B,B,B,B,B,A,B,A,A,B,B,B,B,B,B,B,B,A,B,B,A,B,B,B,B,A,B,A,B,B,A,B,B,B,B,B,B,A,B
10001847,C,A,B,D,A,I,C,C,D,A,A,A,A,B,B,B,B,A,A,A,A,A,A,B,A,B,A,B,B,B,A,A,A,B,B,B,A,B,A,B,A,B,B,B,B,A,B,A,B
10001848,C,A,B,E,A,B,B,E,E,B,A,A,A,A,A,A,A,B,B,A,A,B,A,A,A,A,A,A,A,B,A,A,A,B,A,A,A,B,A,A,A,A,A,B,B,B,B,A,A
10001849,C,A,B,C,A,A,C,A,C,B,B,A,B,B,B,B,B,B,B,A,B,B,B,B,A,B,A,B,B,B,A,A,B,B,B,B,A,A,B,B,B,A,B,A,A,B,B,B,A
10001850,A,B,B,E,B,A,C,E,A,B,A,B,B,B,B,B,B,B,A,B,A,B,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,B,B,B,B,B,B
10001851,B,B,D,F,A,L,B,B,E,B,B,A,B,B,B,B,B,B,B,B,B,A,B,B,B,B,B,B,B,A,A,B,B,B,A,A,B,B,B,B,A,B,B,B,B,A,B,B,B
10001852,A,A,C,E,A,A,A,E,C,B,B,B,A,B,B,A,A,A,B,B,A,A,B,B,B,B,B,A,A,B,A,B,A,A,A,A,B,A,B,B,A,A,A,B,A,A,B,B,B
10001853,B,A,D,B,A,K,C,A,D,B,B,B,A,A,B,B,B,A,B,B,B,B,B,A,B,B,B,B,B,B,B,B,B,B,B,B,B,A,A,B,B,B,B,B,B,B,A,B,B
10001854,B,B,D,E,A,I,B,A,D,B,A,B,B,A,B,B,A,B,B,B,A,B,B,A,A,A,B,B,B,A,A,B,B,B,B,B,A,B,B,B,B,B,A,B,A,A,A,A,A
10001855,C,A,B,E,A,A,B,D,D,A,A,B,A,A,B,B,A,A,B,A,A,A,B,A,B,B,A,A,A,A,B,B,A,B,A,A,A,A,B,A,A,A,A,A,B,A,B,A,A
10001856,C,B,C,C,B,K,C,E,C,A,B,B,B,A,B,B,B,B,A,A,B,A,B,A,B,B,B,A,B,B,A,A,B,A,B,A,B,A,B,A,A,B,A,A,B,A,B,B,B
10001857,D,A,C,C,A,I,A,A,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,B,B,A,A,A,B,A,A,B,B,B,A,B,B,A,B,B,B
10001858,C,B,C,E,A,A,A,C,B,A,B,B,B,A,B,B,B,B,B,B,A,B,A,B,B,A,B,B,A,B,A,B,A,A,A,A,A,A,B,A,A,B,B,B,A,B,B,A,B
10001859,C,B,B,C,A,B,B,E,D,A,B,A,A,B,A,B,B,A,A,A,B,B,B,A,A,B,A,B,A,A,B,B,A,A,A,B,B,A,A,B,A,A,B,B,A,B,B,B,A
10001860,A,A,D,E,B,A,B,A,D,B,B,A,B,A,A,A,B,A,B,B,A,B,B,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,B,B,B,B,B,B,B,B,B
10001861,A,B,B,C,B,L,B,B,D,A,B,A,A,B,A,B,B,A,A,A,B,A,B,B,A,B,A,B,A,A,A,A,A,A,A,A,B,B,B,A,B,B,A,A,A,A,A,B,B
10001862,D,B,D,E,A,I,B,E,E,A,B,A,B,B,B,A,A,A,B,B,A,B,A,A,B,B,B,A,A,B,A,B,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,B
10001863,D,B,B,E,D,L,D,E,E,B,A,A,B,B,A,A,A,A,A,A,B,A,A,A,B,B,A,B,B,A,B,B,B,A,B,A,A,B,B,B,A,A,A,A,A,B,B,B,B
10001864,D,B,A,E,D,B,C,E,D,B,B,B,B,B,A,B,B,A,B,B,B,A,B,B,B,A,B,A,A,B,B,B,B,B,A,B,B,B,B,B,B,B,B,A,B,B,B,A,A
10001865,C,B,B,E,A,L,B,E,D,B,B,B,A,B,A,B,B,B,B,B,B,A,B,A,B,A,A,B,A,A,B,B,A,B,B,A,B,A,B,B,B,A,A,B,B,A,B,B,B
10001866,A,A,D,D,A,A,B,B,C,B,A,A,A,B,A,B,A,B,A,A,A,B,B,A,B,A,A,A,B,A,A,B,A,A,A,B,B,A,A,A,B,B,A,B,A,B,A,A,B
10001867,C,B,A,E,A,J,B,B,E,A,A,A,B,A,B,B,A,A,A,B,A,B,A,B,A,B,B,B,B,B,B,B,A,A,A,A,A,B,A,B,A,A,A,A,B,A,B,B,B
10001868,B,B,C,F,A,J,B,E,E,B,A,B,B,A,A,B,B,B,A,A,A,B,B,B,B,A,A,B,B,A,A,B,B,A,A,A,B,B,A,B,B,B,A,B,A,A,B,B,B
10001869,C,A,B,E,E,A,C,B,C,B,A,A,A,B,B,A,A,A,A,A,B,A,A,B,B,B,B,B,B,A,B,B,A,A,A,A,B,B,A,B,B,A,B,B,A,A,A,B,A
10001870,D,A,B,C,A,L,C,D,B,A,B,B,B,B,B,A,B,A,A,B,B,A,B,B,A,A,A,A,A,B,B,B,A,B,B,B,B,B,A,A,B,B,A,A,A,B,B,A,A
10001871,C,B,B,F,A,K,C,E,C,B,B,A,A,B,B,B,B,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,B,B,B,A,B,B,A,B,B,B,A,B,B,B,A
10001872,D,B,A,B,A,I,D,D,E,A,B,B,B,B,B,B,B,A,B,B,A,B,B,A,B,A,B,A,B,B,B,B,B,B,A,B,B,B,B,B,B,A,A,B,A,A,B,B,B
10001873,C,B,A,E,E,L,B,B,D,B,A,A,B,B,A,B,B,A,B,B,A,A,B,B,B,B,A,B,A,A,B,B,A,B,B,A,B,B,B,B,B,B,A,B,A,B,B,B,A
10001874,A,A,B,E,A,I,C,E,D,B,B,B,B,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
10001875,C,B,B,C,E,K,D,D,C,B,B,B,B,A,B,B,A,A,B,B,B,A,B,B,B,A,B,B,B,B,B,B,A,B,B,B,B,B,B,A,B,B,A,B,A,B,B,B,B
